r,K,a1,h1,e1,d1,a2,h2,e2,d2
1.5,150.0,0.2,0.1,0.5,0.3484848484848485,0.15,0.1,0.4,0.35
1.5,150.0,0.2,0.1,0.5,0.28787878787878785,0.15,0.1,0.4,0.35
1.5,150.0,0.2,0.1,0.5,0.11212121212121212,0.15,0.1,0.4,0.35
1.5,150.0,0.2,0.1,0.5,0.12424242424242425,0.15,0.1,0.4,0.35
1.5,150.0,0.2,0.1,0.5,0.5787878787878787,0.15,0.1,0.4,0.35
1.5,150.0,0.2,0.1,0.5,0.19696969696969696,0.15,0.1,0.4,0.35
1.5,150.0,0.2,0.1,0.5,0.5,0.15,0.1,0.4,0.35
1.5,150.0,0.2,0.1,0.5,0.4878787878787879,0.15,0.1,0.4,0.35
1.5,150.0,0.2,0.1,0.5,0.6333333333333333,0.15,0.1,0.4,0.35
1.5,150.0,0.2,0.1,0.5,0.41515151515151516,0.15,0.1,0.4,0.35
1.5,150.0,0.2,0.1,0.5,0.33636363636363636,0.15,0.1,0.4,0.35
1.5,150.0,0.2,0.1,0.5,0.13636363636363635,0.15,0.1,0.4,0.35
1.5,150.0,0.2,0.1,0.5,0.31212121212121213,0.15,0.1,0.4,0.35
1.5,150.0,0.2,0.1,0.5,0.2090909090909091,0.15,0.1,0.4,0.35
1.5,150.0,0.2,0.1,0.5,0.609090909090909,0.15,0.1,0.4,0.35
1.5,150.0,0.2,0.1,0.5,0.3606060606060606,0.15,0.1,0.4,0.35
1.5,150.0,0.2,0.1,0.5,0.27575757575757576,0.15,0.1,0.4,0.35
1.5,150.0,0.2,0.1,0.5,0.3424242424242424,0.15,0.1,0.4,0.35
1.5,150.0,0.2,0.1,0.5,0.3909090909090909,0.15,0.1,0.4,0.35
1.5,150.0,0.2,0.1,0.5,0.23333333333333334,0.15,0.1,0.4,0.35
1.5,150.0,0.2,0.1,0.5,0.3545454545454545,0.15,0.1,0.4,0.35
1.5,150.0,0.2,0.1,0.5,0.2696969696969697,0.15,0.1,0.4,0.35
1.5,150.0,0.2,0.1,0.5,0.5969696969696969,0.15,0.1,0.4,0.35
1.5,150.0,0.2,0.1,0.5,0.6393939393939394,0.15,0.1,0.4,0.35
1.5,150.0,0.2,0.1,0.5,0.1181818181818182,0.15,0.1,0.4,0.35
1.5,150.0,0.2,0.1,0.5,0.43939393939393945,0.15,0.1,0.4,0.35
1.5,150.0,0.2,0.1,0.5,0.18484848484848487,0.15,0.1,0.4,0.35
1.5,150.0,0.2,0.1,0.5,0.5181818181818182,0.15,0.1,0.4,0.35
1.5,150.0,0.2,0.1,0.5,0.26363636363636367,0.15,0.1,0.4,0.35
1.5,150.0,0.2,0.1,0.5,0.7,0.15,0.1,0.4,0.35
1.5,150.0,0.2,0.1,0.5,0.14242424242424243,0.15,0.1,0.4,0.35
1.5,150.0,0.2,0.1,0.5,0.19090909090909092,0.15,0.1,0.4,0.35
1.5,150.0,0.2,0.1,0.5,0.6151515151515151,0.15,0.1,0.4,0.35
1.5,150.0,0.2,0.1,0.5,0.5909090909090909,0.15,0.1,0.4,0.35
1.5,150.0,0.2,0.1,0.5,0.5484848484848485,0.15,0.1,0.4,0.35
1.5,150.0,0.2,0.1,0.5,0.6575757575757575,0.15,0.1,0.4,0.35
1.5,150.0,0.2,0.1,0.5,0.6939393939393939,0.15,0.1,0.4,0.35
1.5,150.0,0.2,0.1,0.5,0.24545454545454545,0.15,0.1,0.4,0.35
1.5,150.0,0.2,0.1,0.5,0.6515151515151515,0.15,0.1,0.4,0.35
1.5,150.0,0.2,0.1,0.5,0.5424242424242424,0.15,0.1,0.4,0.35
1.5,150.0,0.2,0.1,0.5,0.6878787878787879,0.15,0.1,0.4,0.35
1.5,150.0,0.2,0.1,0.5,0.10606060606060606,0.15,0.1,0.4,0.35
1.5,150.0,0.2,0.1,0.5,0.5303030303030303,0.15,0.1,0.4,0.35
1.5,150.0,0.2,0.1,0.5,0.4575757575757575,0.15,0.1,0.4,0.35
1.5,150.0,0.2,0.1,0.5,0.6818181818181818,0.15,0.1,0.4,0.35
1.5,150.0,0.2,0.1,0.5,0.3787878787878788,0.15,0.1,0.4,0.35
1.5,150.0,0.2,0.1,0.5,0.44545454545454544,0.15,0.1,0.4,0.35
1.5,150.0,0.2,0.1,0.5,0.25757575757575757,0.15,0.1,0.4,0.35
1.5,150.0,0.2,0.1,0.5,0.1,0.15,0.1,0.4,0.35
1.5,150.0,0.2,0.1,0.5,0.1303030303030303,0.15,0.1,0.4,0.35
1.5,150.0,0.2,0.1,0.5,0.22727272727272727,0.15,0.1,0.4,0.35
1.5,150.0,0.2,0.1,0.5,0.42727272727272725,0.15,0.1,0.4,0.35
1.5,150.0,0.2,0.1,0.5,0.1484848484848485,0.15,0.1,0.4,0.35
1.5,150.0,0.2,0.1,0.5,0.3848484848484849,0.15,0.1,0.4,0.35
1.5,150.0,0.2,0.1,0.5,0.6757575757575758,0.15,0.1,0.4,0.35
1.5,150.0,0.2,0.1,0.5,0.29393939393939394,0.15,0.1,0.4,0.35
1.5,150.0,0.2,0.1,0.5,0.45151515151515154,0.15,0.1,0.4,0.35
1.5,150.0,0.2,0.1,0.5,0.4696969696969697,0.15,0.1,0.4,0.35
1.5,150.0,0.2,0.1,0.5,0.40909090909090906,0.15,0.1,0.4,0.35
1.5,150.0,0.2,0.1,0.5,0.28181818181818186,0.15,0.1,0.4,0.35
1.5,150.0,0.2,0.1,0.5,0.5121212121212121,0.15,0.1,0.4,0.35
1.5,150.0,0.2,0.1,0.5,0.3303030303030303,0.15,0.1,0.4,0.35
1.5,150.0,0.2,0.1,0.5,0.15454545454545454,0.15,0.1,0.4,0.35
