r,K,a1,h1,e1,d1,a2,h2,e2,d2
1.5,150.0,0.2,0.1,0.5,0.32105263157894737,0.15,0.1,0.4,0.35
1.5,150.0,0.2,0.1,0.5,0.5105263157894737,0.15,0.1,0.4,0.35
1.5,150.0,0.2,0.1,0.5,0.2894736842105263,0.15,0.1,0.4,0.35
1.5,150.0,0.2,0.1,0.5,0.47894736842105257,0.15,0.1,0.4,0.35
1.5,150.0,0.2,0.1,0.5,0.4473684210526315,0.15,0.1,0.4,0.35
1.5,150.0,0.2,0.1,0.5,0.6684210526315789,0.15,0.1,0.4,0.35
1.5,150.0,0.2,0.1,0.5,0.2578947368421053,0.15,0.1,0.4,0.35
1.5,150.0,0.2,0.1,0.5,0.19473684210526315,0.15,0.1,0.4,0.35
1.5,150.0,0.2,0.1,0.5,0.5736842105263158,0.15,0.1,0.4,0.35
1.5,150.0,0.2,0.1,0.5,0.13157894736842107,0.15,0.1,0.4,0.35
1.5,150.0,0.2,0.1,0.5,0.6368421052631579,0.15,0.1,0.4,0.35
1.5,150.0,0.2,0.1,0.5,0.3526315789473684,0.15,0.1,0.4,0.35
1.5,150.0,0.2,0.1,0.5,0.5421052631578948,0.15,0.1,0.4,0.35
1.5,150.0,0.2,0.1,0.5,0.6052631578947368,0.15,0.1,0.4,0.35
1.5,150.0,0.2,0.1,0.5,0.1631578947368421,0.15,0.1,0.4,0.35
1.5,150.0,0.2,0.1,0.5,0.38421052631578945,0.15,0.1,0.4,0.35
1.5,150.0,0.2,0.1,0.5,0.1,0.15,0.1,0.4,0.35
1.5,150.0,0.2,0.1,0.5,0.4157894736842105,0.15,0.1,0.4,0.35
1.5,150.0,0.2,0.1,0.5,0.22631578947368422,0.15,0.1,0.4,0.35
1.5,150.0,0.2,0.1,0.5,0.7,0.15,0.1,0.4,0.35
