r,K,a1,h1,e1,d1,a2,h2,e2,d2
0.7777777777777778,105.55555555555556,0.2,0.1,0.5,0.3,0.15,0.1,0.4,0.35
1.3333333333333335,272.22222222222223,0.2,0.1,0.5,0.3,0.15,0.1,0.4,0.35
2.4444444444444446,300.0,0.2,0.1,0.5,0.3,0.15,0.1,0.4,0.35
1.8888888888888888,133.33333333333331,0.2,0.1,0.5,0.3,0.15,0.1,0.4,0.35
2.7222222222222223,77.77777777777777,0.2,0.1,0.5,0.3,0.15,0.1,0.4,0.35
0.5,244.44444444444446,0.2,0.1,0.5,0.3,0.15,0.1,0.4,0.35
3.0,161.11111111111111,0.2,0.1,0.5,0.3,0.15,0.1,0.4,0.35
1.6111111111111112,50.0,0.2,0.1,0.5,0.3,0.15,0.1,0.4,0.35
2.166666666666667,216.66666666666666,0.2,0.1,0.5,0.3,0.15,0.1,0.4,0.35
1.0555555555555556,188.88888888888889,0.2,0.1,0.5,0.3,0.15,0.1,0.4,0.35
