r,K,a1,h1,e1,d1,a2,h2,e2,d2
0.5632911392405063,150.0,0.2,0.1,0.5,0.3,0.15,0.1,0.4,0.35
0.7848101265822784,150.0,0.2,0.1,0.5,0.3,0.15,0.1,0.4,0.35
2.7151898734177213,150.0,0.2,0.1,0.5,0.3,0.15,0.1,0.4,0.35
2.778481012658228,150.0,0.2,0.1,0.5,0.3,0.15,0.1,0.4,0.35
2.272151898734177,150.0,0.2,0.1,0.5,0.3,0.15,0.1,0.4,0.35
0.879746835443038,150.0,0.2,0.1,0.5,0.3,0.15,0.1,0.4,0.35
2.7468354430379747,150.0,0.2,0.1,0.5,0.3,0.15,0.1,0.4,0.35
1.5759493670886076,150.0,0.2,0.1,0.5,0.3,0.15,0.1,0.4,0.35
2.651898734177215,150.0,0.2,0.1,0.5,0.3,0.15,0.1,0.4,0.35
2.3987341772151898,150.0,0.2,0.1,0.5,0.3,0.15,0.1,0.4,0.35
1.639240506329114,150.0,0.2,0.1,0.5,0.3,0.15,0.1,0.4,0.35
3.0,150.0,0.2,0.1,0.5,0.3,0.15,0.1,0.4,0.35
0.9746835443037974,150.0,0.2,0.1,0.5,0.3,0.15,0.1,0.4,0.35
2.1455696202531644,150.0,0.2,0.1,0.5,0.3,0.15,0.1,0.4,0.35
0.7215189873417721,150.0,0.2,0.1,0.5,0.3,0.15,0.1,0.4,0.35
1.7974683544303798,150.0,0.2,0.1,0.5,0.3,0.15,0.1,0.4,0.35
1.1012658227848102,150.0,0.2,0.1,0.5,0.3,0.15,0.1,0.4,0.35
0.6265822784810127,150.0,0.2,0.1,0.5,0.3,0.15,0.1,0.4,0.35
0.8164556962025317,150.0,0.2,0.1,0.5,0.3,0.15,0.1,0.4,0.35
2.8734177215189876,150.0,0.2,0.1,0.5,0.3,0.15,0.1,0.4,0.35
2.9050632911392404,150.0,0.2,0.1,0.5,0.3,0.15,0.1,0.4,0.35
1.1329113924050633,150.0,0.2,0.1,0.5,0.3,0.15,0.1,0.4,0.35
0.9430379746835442,150.0,0.2,0.1,0.5,0.3,0.15,0.1,0.4,0.35
1.5443037974683544,150.0,0.2,0.1,0.5,0.3,0.15,0.1,0.4,0.35
0.5,150.0,0.2,0.1,0.5,0.3,0.15,0.1,0.4,0.35
1.0696202531645569,150.0,0.2,0.1,0.5,0.3,0.15,0.1,0.4,0.35
2.810126582278481,150.0,0.2,0.1,0.5,0.3,0.15,0.1,0.4,0.35
1.860759493670886,150.0,0.2,0.1,0.5,0.3,0.15,0.1,0.4,0.35
2.9367088607594938,150.0,0.2,0.1,0.5,0.3,0.15,0.1,0.4,0.35
1.4177215189873418,150.0,0.2,0.1,0.5,0.3,0.15,0.1,0.4,0.35
0.7531645569620253,150.0,0.2,0.1,0.5,0.3,0.15,0.1,0.4,0.35
2.113924050632911,150.0,0.2,0.1,0.5,0.3,0.15,0.1,0.4,0.35
0.8481012658227849,150.0,0.2,0.1,0.5,0.3,0.15,0.1,0.4,0.35
2.6835443037974684,150.0,0.2,0.1,0.5,0.3,0.15,0.1,0.4,0.35
1.1645569620253164,150.0,0.2,0.1,0.5,0.3,0.15,0.1,0.4,0.35
2.430379746835443,150.0,0.2,0.1,0.5,0.3,0.15,0.1,0.4,0.35
2.9683544303797467,150.0,0.2,0.1,0.5,0.3,0.15,0.1,0.4,0.35
2.5253164556962027,150.0,0.2,0.1,0.5,0.3,0.15,0.1,0.4,0.35
1.7658227848101267,150.0,0.2,0.1,0.5,0.3,0.15,0.1,0.4,0.35
0.5949367088607596,150.0,0.2,0.1,0.5,0.3,0.15,0.1,0.4,0.35
2.462025316455696,150.0,0.2,0.1,0.5,0.3,0.15,0.1,0.4,0.35
1.7341772151898733,150.0,0.2,0.1,0.5,0.3,0.15,0.1,0.4,0.35
2.3037974683544302,150.0,0.2,0.1,0.5,0.3,0.15,0.1,0.4,0.35
2.367088607594937,150.0,0.2,0.1,0.5,0.3,0.15,0.1,0.4,0.35
2.0506329113924053,150.0,0.2,0.1,0.5,0.3,0.15,0.1,0.4,0.35
0.6582278481012658,150.0,0.2,0.1,0.5,0.3,0.15,0.1,0.4,0.35
1.1962025316455698,150.0,0.2,0.1,0.5,0.3,0.15,0.1,0.4,0.35
1.0379746835443038,150.0,0.2,0.1,0.5,0.3,0.15,0.1,0.4,0.35
2.6202531645569622,150.0,0.2,0.1,0.5,0.3,0.15,0.1,0.4,0.35
1.481012658227848,150.0,0.2,0.1,0.5,0.3,0.15,0.1,0.4,0.35
1.8924050632911393,150.0,0.2,0.1,0.5,0.3,0.15,0.1,0.4,0.35
1.9873417721518987,150.0,0.2,0.1,0.5,0.3,0.15,0.1,0.4,0.35
1.8291139240506329,150.0,0.2,0.1,0.5,0.3,0.15,0.1,0.4,0.35
1.9556962025316456,150.0,0.2,0.1,0.5,0.3,0.15,0.1,0.4,0.35
2.8417721518987342,150.0,0.2,0.1,0.5,0.3,0.15,0.1,0.4,0.35
1.4493670886075949,150.0,0.2,0.1,0.5,0.3,0.15,0.1,0.4,0.35
1.7025316455696202,150.0,0.2,0.1,0.5,0.3,0.15,0.1,0.4,0.35
1.9240506329113924,150.0,0.2,0.1,0.5,0.3,0.15,0.1,0.4,0.35
0.9113924050632911,150.0,0.2,0.1,0.5,0.3,0.15,0.1,0.4,0.35
1.0063291139240507,150.0,0.2,0.1,0.5,0.3,0.15,0.1,0.4,0.35
2.588607594936709,150.0,0.2,0.1,0.5,0.3,0.15,0.1,0.4,0.35
1.6075949367088607,150.0,0.2,0.1,0.5,0.3,0.15,0.1,0.4,0.35
1.3227848101265822,150.0,0.2,0.1,0.5,0.3,0.15,0.1,0.4,0.35
2.5569620253164556,150.0,0.2,0.1,0.5,0.3,0.15,0.1,0.4,0.35
0.689873417721519,150.0,0.2,0.1,0.5,0.3,0.15,0.1,0.4,0.35
1.259493670886076,150.0,0.2,0.1,0.5,0.3,0.15,0.1,0.4,0.35
2.018987341772152,150.0,0.2,0.1,0.5,0.3,0.15,0.1,0.4,0.35
0.5316455696202531,150.0,0.2,0.1,0.5,0.3,0.15,0.1,0.4,0.35
1.3544303797468356,150.0,0.2,0.1,0.5,0.3,0.15,0.1,0.4,0.35
2.1772151898734178,150.0,0.2,0.1,0.5,0.3,0.15,0.1,0.4,0.35
1.6708860759493671,150.0,0.2,0.1,0.5,0.3,0.15,0.1,0.4,0.35
2.3354430379746836,150.0,0.2,0.1,0.5,0.3,0.15,0.1,0.4,0.35
1.3860759493670884,150.0,0.2,0.1,0.5,0.3,0.15,0.1,0.4,0.35
2.4936708860759493,150.0,0.2,0.1,0.5,0.3,0.15,0.1,0.4,0.35
2.240506329113924,150.0,0.2,0.1,0.5,0.3,0.15,0.1,0.4,0.35
2.0822784810126582,150.0,0.2,0.1,0.5,0.3,0.15,0.1,0.4,0.35
1.2911392405063291,150.0,0.2,0.1,0.5,0.3,0.15,0.1,0.4,0.35
1.5126582278481013,150.0,0.2,0.1,0.5,0.3,0.15,0.1,0.4,0.35
2.208860759493671,150.0,0.2,0.1,0.5,0.3,0.15,0.1,0.4,0.35
1.2278481012658227,150.0,0.2,0.1,0.5,0.3,0.15,0.1,0.4,0.35
