r,K,a1,h1,e1,d1,a2,h2,e2,d2
1.5,272.22222222222223,0.2,0.1,0.5,0.3,0.15,0.1,0.4,0.35
1.5,216.66666666666666,0.2,0.1,0.5,0.3,0.15,0.1,0.4,0.35
1.5,105.55555555555556,0.2,0.1,0.5,0.3,0.15,0.1,0.4,0.35
1.5,244.44444444444446,0.2,0.1,0.5,0.3,0.15,0.1,0.4,0.35
1.5,77.77777777777777,0.2,0.1,0.5,0.3,0.15,0.1,0.4,0.35
1.5,161.11111111111111,0.2,0.1,0.5,0.3,0.15,0.1,0.4,0.35
1.5,50.0,0.2,0.1,0.5,0.3,0.15,0.1,0.4,0.35
1.5,188.88888888888889,0.2,0.1,0.5,0.3,0.15,0.1,0.4,0.35
1.5,300.0,0.2,0.1,0.5,0.3,0.15,0.1,0.4,0.35
1.5,133.33333333333331,0.2,0.1,0.5,0.3,0.15,0.1,0.4,0.35
