r,K,a1,h1,e1,d1,a2,h2,e2,d2
1.5,209.0909090909091,0.2,0.1,0.5,0.3,0.15,0.1,0.4,0.35
1.5,183.83838383838383,0.2,0.1,0.5,0.3,0.15,0.1,0.4,0.35
1.5,262.1212121212121,0.2,0.1,0.5,0.3,0.15,0.1,0.4,0.35
1.5,277.27272727272725,0.2,0.1,0.5,0.3,0.15,0.1,0.4,0.35
1.5,153.53535353535352,0.2,0.1,0.5,0.3,0.15,0.1,0.4,0.35
1.5,105.55555555555556,0.2,0.1,0.5,0.3,0.15,0.1,0.4,0.35
1.5,239.3939393939394,0.2,0.1,0.5,0.3,0.15,0.1,0.4,0.35
1.5,60.101010101010104,0.2,0.1,0.5,0.3,0.15,0.1,0.4,0.35
1.5,246.96969696969697,0.2,0.1,0.5,0.3,0.15,0.1,0.4,0.35
1.5,196.46464646464648,0.2,0.1,0.5,0.3,0.15,0.1,0.4,0.35
1.5,97.97979797979798,0.2,0.1,0.5,0.3,0.15,0.1,0.4,0.35
1.5,57.57575757575758,0.2,0.1,0.5,0.3,0.15,0.1,0.4,0.35
1.5,156.06060606060606,0.2,0.1,0.5,0.3,0.15,0.1,0.4,0.35
1.5,224.24242424242425,0.2,0.1,0.5,0.3,0.15,0.1,0.4,0.35
1.5,204.04040404040404,0.2,0.1,0.5,0.3,0.15,0.1,0.4,0.35
1.5,77.77777777777777,0.2,0.1,0.5,0.3,0.15,0.1,0.4,0.35
1.5,206.56565656565655,0.2,0.1,0.5,0.3,0.15,0.1,0.4,0.35
1.5,103.03030303030303,0.2,0.1,0.5,0.3,0.15,0.1,0.4,0.35
1.5,279.7979797979798,0.2,0.1,0.5,0.3,0.15,0.1,0.4,0.35
1.5,55.05050505050505,0.2,0.1,0.5,0.3,0.15,0.1,0.4,0.35
1.5,163.63636363636363,0.2,0.1,0.5,0.3,0.15,0.1,0.4,0.35
1.5,216.66666666666666,0.2,0.1,0.5,0.3,0.15,0.1,0.4,0.35
1.5,249.4949494949495,0.2,0.1,0.5,0.3,0.15,0.1,0.4,0.35
1.5,282.32323232323233,0.2,0.1,0.5,0.3,0.15,0.1,0.4,0.35
1.5,50.0,0.2,0.1,0.5,0.3,0.15,0.1,0.4,0.35
1.5,191.41414141414143,0.2,0.1,0.5,0.3,0.15,0.1,0.4,0.35
1.5,297.47474747474746,0.2,0.1,0.5,0.3,0.15,0.1,0.4,0.35
1.5,181.31313131313132,0.2,0.1,0.5,0.3,0.15,0.1,0.4,0.35
1.5,128.2828282828283,0.2,0.1,0.5,0.3,0.15,0.1,0.4,0.35
1.5,145.95959595959596,0.2,0.1,0.5,0.3,0.15,0.1,0.4,0.35
